"screen_name","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Rk.y","text","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","followers_count","friends_count","listed_count","statuses_count","favourites_count","political"
"_bigjayy_","Jarrett Allen","C","21","BRK",70,64,1852,302,465,0.649,0,6,0,302,459,0.658,0.649,171,270,0.633,216,455,671,110,40,92,77,162,775,"29","<U+0001F3C6> in year 14, first-time champ with the 
 the @lakers... jared dudley! #lakeshow https://t.co/lhg9zw1of2",FALSE,TRUE,0,1114,NA,NA,
